deflatortype,Deflators
NO 2007,1.04885201
OM 2007,0.852983129
PK 2007,0.731580026
PW 2007,0.725208968
PS 2007,0.681270118
PA 2007,0.692244325
PG 2007,0.755869296
PY 2007,0.729131778
PE 2007,0.803159074
PH 2007,0.829350735
PN 2007,1.2307433
PL 2007,1.0749103
PT 2007,1.02366351
PR 2007,0.78300491
QA 2007,1.072901341
RE 2007,1.05143858
RO 2007,1.008048556
RU 2007,0.952403482
RW 2007,0.887885092
BL 2007,1.05143858
SH 2007,1.2307433
KN 2007,0.811903378
LC 2007,0.771118436
MF 2007,1.05143858
PM 2007,1.05143858
VC 2007,0.909345072
WS 2007,0.809395801
SM 2007,1.070348573
ST 2007,0.582207588
SA 2007,0.763473493
SN 2007,0.968081547
RS 2007,1.035455593
SC 2007,1.019104339
SL 2007,0.887272207
SG 2007,0.8402304
SX 2007,0.99536584
SK 2007,0.9559878
SI 2007,0.99081994
SB 2007,0.591759522
SO 2007,1
ZA 2007,1.018151901
GS 2007,1.2307433
SS 2007,1
ES 2007,1.09353049
LK 2007,0.670947646
SD 2007,1.745821345
SR 2007,1.009139137
SJ 2007,1.04885201
SZ 2007,0.976021895
SE 2007,1.06099623
CH 2007,0.80984048
SY 2007,1
TW 2007,0.961214447
TJ 2007,1.026318175
TZ 2007,0.739035817
TH 2007,0.741463916
TL 2007,1.020696139
TG 2007,0.877807488
TK 2007,0.85255704
TO 2007,0.787845843
TT 2007,0.927153965
TN 2007,1.305326683
TR 2007,1.499302737
TM 2007,0.855549019
TC 2007,1.2307433
TV 2007,0.869171539
UG 2007,0.842652568
UA 2007,0.993116629
AE 2007,0.850544675
GB 2007,1.2307433
UM 2007,0.83758354
US 2007,0.83758354
UY 2007,0.620829668
UZ 2007,0.974282618
VU 2007,0.787567271
VE 2007,1.729289675
VN 2007,0.606055888
VG 2007,1.2307433
VI 2007,0.83758354
WF 2007,1.05143858
EH 2007,1.019263503
YE 2007,0.610113218
ZM 2007,1.020973549
ZW 2007,0.271134001
Total DAC 2007,0.98246641
EU Institutions 2007,1.02414634
AF 2008,0.985454315
AX 2008,1.03359721
AL 2008,1.151902587
DZ 2008,1.305548094
AS 2008,0.85387568
AD 2008,1.13407498
AO 2008,1.19427701
AI 2008,1.1447401
AQ 2008,0.85387568
AG 2008,0.81513675
AR 2008,0.811087868
AM 2008,1.174686192
AW 2008,0.913334125
AU 2008,0.9293863
AT 2008,1.02999007
AZ 2008,1.410256192
BS 2008,0.8255112
BH 2008,0.995413148
BD 2008,0.613822632
BB 2008,0.889809736
BY 2008,1.282861205
BE 2008,1.05542525
BZ 2008,0.901380841
BJ 2008,1.043483478
BM 2008,1.1447401
BT 2008,0.914659754
BO 2008,0.670879958
BQ 2008,1.116927
BA 2008,1.100404419
BW 2008,0.848830006
BV 2008,1.18865246
BR 2008,1.059165303
IO 2008,1.1447401
BN 2008,1.030957629
BG 2008,1.007793523
BF 2008,1.011196699
BI 2008,0.692960894
CV 2008,1.130483874
KH 2008,0.773319033
CM 2008,1.038958549
CA 2008,1.06293286
KY 2008,1.1447401
CF 2008,0.825457091
TD 2008,1.288727635
CL 2008,0.809897128
CN 2008,0.745820711
CX 2008,0.9293863
CC 2008,0.9293863
CO 2008,1.036107018
KM 2008,1.072270458
CD 2008,0.756820909
CG 2008,1.489210698
CK 2008,0.83391408
CR 2008,0.715775822
CI 2008,0.965635653
HR 2008,1.133243441
CU 2008,0.772605605
CW 2008,1.09173652
CY 2008,1.18317464
CZ 2008,1.10184135
DK 2008,1.09173652
DJ 2008,1
DM 2008,0.841643914
DO 2008,0.90135869
EC 2008,0.792601978
EG 2008,0.950050001
SV 2008,0.843680442
GQ 2008,1.402611263
ER 2008,0.270158205
EE 2008,0.845405744
ET 2008,0.848125043
FK 2008,1.1447401
FO 2008,1.09173652
FJ 2008,0.850512727
FI 2008,1.03359721
FR 2008,1.13407498
GF 2008,1.13407498
PF 2008,1.13407498
TF 2008,1.13407498
GA 2008,1.262785885
GM 2008,1.251923099
GE 2008,1.046438241
DE 2008,1.05979419
GH 2008,0.845353363
GI 2008,1.1447401
GR 2008,1.22394134
GL 2008,1.09173652
GD 2008,0.824502439
GP 2008,1.13407498
GU 2008,0.85387568
GT 2008,0.680981032
GG 2008,1.1447401
GN 2008,1.054394145
GW 2008,0.875502785
GY 2008,0.714285924
HT 2008,0.825262189
HM 2008,0.9293863
VA 2008,1.09590841
HN 2008,0.78582577
HK 2008,0.789023563
HU 2008,1.14583454
IS 2008,0.80534365
IN 2008,0.844643904
ID 2008,0.833042026
IR 2008,1.066564283
IQ 2008,1.068057226
IE 2008,1.14957759
IM 2008,1.1447401
IL 2008,0.816219937
IT 2008,1.09590841
JM 2008,0.860617404
JP 2008,1.08326199
JE 2008,1.1447401
JO 2008,0.726895009
KZ 2008,1.10513728
KE 2008,0.66585077
KI 2008,0.939070548
KP 2008,1
KR 2008,0.82408851
XK 2008,0.998397741
KW 2008,1.142230502
KG 2008,0.9755912
LA 2008,0.635078912
LV 2008,1.033076606
LB 2008,0.74531353
LS 2008,0.915670651
LR 2008,0.816408893
LY 2008,1.201873369
LI 2008,0.90287818
LT 2008,1.022840293
LU 2008,0.98479831
MO 2008,0.62242697
MK 2008,0.988242363
MG 2008,0.984219806
MW 2008,1.221637687
MY 2008,1.021339586
MV 2008,0.695682782
ML 2008,0.870112942
MT 2008,0.952880456
MH 2008,0.750639496
MQ 2008,1.13407498
MR 2008,1.055683512
MU 2008,1.029446625
YT 2008,1.13407498
MX 2008,1.112672255
FM 2008,0.682217022
MD 2008,0.753405993
MC 2008,1.13407498
MN 2008,0.852076194
ME 2008,1.010955732
MS 2008,1.1447401
MA 2008,1.152219798
MZ 2008,1.578745904
MM 2008,0.959393585
NA 2008,0.841463368
NR 2008,1.381471635
NP 2008,0.675609016
NL 2008,1.116927
NC 2008,1.13407498
NZ 2008,0.83391408
NI 2008,0.965950572
NE 2008,1.015173124
NG 2008,1.339329437
NU 2008,0.83391408
NF 2008,0.9293863
MP 2008,0.85387568
NO 2008,1.18865246
OM 2008,1.181804452
PK 2008,0.7788754
PW 2008,0.728077762
PS 2008,0.774700247
PA 2008,0.730206058
PG 2008,0.857205439
PY 2008,0.95199203
PE 2008,0.873252925
PH 2008,0.907225209
PN 2008,1.1447401
PL 2008,1.26322157
PT 2008,1.09733256
PR 2008,0.828632804
QA 2008,1.314991328
RE 2008,1.13407498
RO 2008,1.153963528
RU 2008,1.121697486
RW 2008,1.048208439
BL 2008,1.13407498
SH 2008,1.1447401
KN 2008,0.890224838
LC 2008,0.759802096
MF 2008,1.13407498
PM 2008,1.13407498
VC 2008,0.89405215
WS 2008,0.826373769
SM 2008,1.097976179
ST 2008,0.710828919
SA 2008,0.936747387
SN 2008,1.094540216
RS 2008,1.176139809
SC 2008,0.863664317
SL 2008,0.953092813
SG 2008,0.824663507
SX 2008,1.09173652
SK 2008,1.11973866
SI 2008,1.09060411
SB 2008,0.649859946
SO 2008,1
ZA 2008,0.925537543
GS 2008,1.1447401
SS 2008,1
ES 2008,1.17818006
LK 2008,0.790668502
SD 2008,1.859709561
SR 2008,1.155032289
SJ 2008,1.18865246
SZ 2008,0.887356165
SE 2008,1.10855759
CH 2008,0.90287818
SY 2008,1
TW 2008,0.921895404
TJ 2008,1.321602455
TZ 2008,0.885409345
TH 2008,0.7793062
TL 2008,1.47795539
TG 2008,1.068303776
TK 2008,0.83391408
TO 2008,0.95723847
TT 2008,1.139862092
TN 2008,1.410269715
TR 2008,1.614578692
TM 2008,1.172274845
TC 2008,1.1447401
TV 2008,0.915828099
UG 2008,0.900323304
UA 2008,1.164091664
AE 2008,1.008251876
GB 2008,1.1447401
UM 2008,0.85387568
US 2008,0.85387568
UY 2008,0.755844071
UZ 2008,1.178692305
VU 2008,0.864800754
VE 2008,2.077005452
VN 2008,0.724416146
VG 2008,1.1447401
VI 2008,0.85387568
WF 2008,1.13407498
EH 2008,1.152219798
YE 2008,0.733850244
ZM 2008,1.200606996
ZW 2008,0.234817983
Total DAC 2008,1.02981169
EU Institutions 2008,1.10061538
AF 2009,1.166775962
AX 2009,1.01632483
AL 2009,1.00190075
DZ 2009,1.023067001
AS 2009,0.86038513
AD 2009,1.09570562
AO 2009,0.853098985
AI 2009,1.00462008
AQ 2009,0.86038513
AG 2009,0.729473671
AR 2009,0.71784582
AM 2009,0.81485833
AW 2009,0.83021319
AU 2009,0.88287757
AT 2009,1.01316063
AZ 2009,1.156139303
BS 2009,0.801470268
BH 2009,0.83589279
BD 2009,0.647539923
BB 2009,0.822930799
BY 2009,0.974657368
BE 2009,1.02441028
BZ 2009,0.851872716
BJ 2009,0.98987327
BM 2009,1.00462008
BT 2009,0.877488824
BO 2009,0.65725154
BQ 2009,1.08070736
BA 2009,0.961905954
BW 2009,0.749447248
BV 2009,1.02419102
BR 2009,0.990706123
IO 2009,1.00462008
BN 2009,0.783950851
BG 2009,0.906445461
BF 2009,0.942397706
BI 2009,0.730374888
CV 2009,1.014068798
KH 2009,0.728313848
CM 2009,0.989037434
CA 2009,0.97857167
KY 2009,1.00462008
CF 2009,0.838932201
TD 2009,1.117855453
CL 2009,0.750718311
CN 2009,0.755272967
CX 2009,0.88287757
CC 2009,0.88287757
CO 2009,0.965162741
KM 2009,1.019434605
CD 2009,0.6714141
CG 2009,1.141134047
CK 2009,0.76053825
CR 2009,0.682844012
CI 2009,0.943734321
HR 2009,0.992874576
CU 2009,0.757600157
CW 2009,1.06070989
CY 2009,1.06367906
CZ 2009,1.03270376
DK 2009,1.06070989
DJ 2009,1
DM 2009,0.83865609
DO 2009,0.875842252
EC 2009,0.754361493
EG 2009,1.029075458
SV 2009,0.80491608
GQ 2009,0.905995048
ER 2009,0.402960613
EE 2009,0.721617832
ET 2009,0.91742863
FK 2009,1.00462008
FO 2009,1.06070989
FJ 2009,0.685897624
FI 2009,1.01632483
FR 2009,1.09570562
GF 2009,1.09570562
PF 2009,1.09570562
TF 2009,1.09570562
GA 2009,1.016018284
GM 2009,1.094005165
GE 2009,0.859765687
DE 2009,1.04200859
GH 2009,0.705284062
GI 2009,1.00462008
GR 2009,1.21392222
GL 2009,1.06070989
GD 2009,0.762672896
GP 2009,1.09570562
GU 2009,0.86038513
GT 2009,0.635713331
GG 2009,1.00462008
GN 2009,0.976593448
GW 2009,0.811184852
GY 2009,0.753176277
HT 2009,0.822869415
HM 2009,0.88287757
VA 2009,1.07579388
HN 2009,0.797539725
HK 2009,0.754145435
HU 2009,1.04032121
IS 2009,0.65832748
IN 2009,0.917076321
ID 2009,0.830990367
IR 2009,1.078781752
IQ 2009,0.837248614
IE 2009,1.05946159
IM 2009,1.00462008
IL 2009,0.760801105
IT 2009,1.07579388
JM 2009,0.765358566
JP 2009,1.19306501
JE 2009,1.00462008
JO 2009,0.734888269
KZ 2009,0.924456663
KE 2009,0.685153096
KI 2009,0.900494332
KP 2009,1
KR 2009,0.74403479
XK 2009,0.966957144
KW 2009,0.801286064
KG 2009,0.821204221
LA 2009,0.631077866
LV 2009,0.786867464
LB 2009,0.828095465
LS 2009,0.865008917
LR 2009,0.780502851
LY 2009,0.84672522
LI 2009,0.91793886
LT 2009,0.779827131
LU 2009,0.96351298
MO 2009,0.618057225
MK 2009,0.888955989
MG 2009,0.827003901
MW 2009,1.320520964
MY 2009,0.853729318
MV 2009,0.656012443
ML 2009,0.867111164
MT 2009,0.875914318
MH 2009,0.797835996
MQ 2009,1.09570562
MR 2009,0.948858753
MU 2009,0.892588149
YT 2009,1.09570562
MX 2009,0.892020038
FM 2009,0.744585481
MD 2009,0.627855474
MC 2009,1.09570562
MN 2009,0.637814982
ME 2009,0.862720208
MS 2009,1.00462008
MA 2009,1.092373867
MZ 2009,1.392508481
MM 2009,1.007896273
NA 2009,0.85736101
NR 2009,1.158592697
NP 2009,0.652449352
NL 2009,1.08070736
NC 2009,1.09570562
NZ 2009,0.76053825
NI 2009,0.912076022
NE 2009,0.925288739
NG 2009,1.086399688
NU 2009,0.76053825
NF 2009,0.88287757
MP 2009,0.86038513
NO 2009,1.02419102
OM 2009,0.867769942
PK 2009,0.757176988
PW 2009,0.714074789
PS 2009,0.795382957
PA 2009,0.716504886
PG 2009,0.855982274
PY 2009,0.813632168
PE 2009,0.802028391
PH 2009,0.841747256
PN 2009,1.00462008
PL 2009,1.03049269
PT 2009,1.07106958
PR 2009,0.868960152
QA 2009,0.948191271
RE 2009,1.09570562
RO 2009,0.857630963
RU 2009,0.784929748
RW 2009,1.043626645
BL 2009,1.09570562
SH 2009,1.00462008
KN 2009,0.808272248
LC 2009,0.71929332
MF 2009,1.09570562
PM 2009,1.09570562
VC 2009,0.854155054
WS 2009,0.772467311
SM 2009,0.945940263
ST 2009,0.656342916
SA 2009,0.727808686
SN 2009,1.008333787
RS 2009,0.963220824
SC 2009,0.7732886
SL 2009,0.885668572
SG 2009,0.811798713
SX 2009,1.06070989
SK 2009,1.10872722
SI 2009,1.08873607
SB 2009,0.596304743
SO 2009,1
ZA 2009,0.925586605
GS 2009,1.00462008
SS 2009,1
ES 2009,1.13912678
LK 2009,0.771054031
SD 2009,1.681570851
SR 2009,1.216578541
SJ 2009,1.02419102
SZ 2009,0.956625242
SE 2009,0.99302041
CH 2009,0.91793886
SY 2009,1
TW 2009,0.86072177
TJ 2009,1.181568579
TZ 2009,0.871958693
TH 2009,0.740654492
TL 2009,0.979663188
TG 2009,1.043792103
TK 2009,0.76053825
TO 2009,0.845259787
TT 2009,0.758360909
TN 2009,1.310659663
TR 2009,1.350320394
TM 2009,1.072038889
TC 2009,1.00462008
TV 2009,0.758817848
UG 2009,1.056774599
UA 2009,0.741089785
AE 2009,0.785268847
GB 2009,1.00462008
UM 2009,0.86038513
US 2009,0.86038513
UY 2009,0.735303875
UZ 2009,1.232535801
VU 2009,0.815229108
VE 2009,1.615759854
VN 2009,0.733212264
VG 2009,1.00462008
VI 2009,0.86038513
WF 2009,1.09570562
EH 2009,1.092373867
YE 2009,0.661177566
ZM 2009,0.953380076
ZW 2009,0.62431727
Total DAC 2009,0.99581882
EU Institutions 2009,1.07227308
AF 2010,1.225246701
AX 2010,0.97028013
AL 2010,0.95998622
DZ 2010,1.183008947
AS 2010,0.87041074
AD 2010,1.05326101
AO 2010,1.008156226
AI 2010,1.00852441
AQ 2010,0.87041074
AG 2010,0.778741692
AR 2010,0.970728006
AM 2010,1.016374121
AW 2010,0.895871731
AU 2010,1.09325971
AT 2010,0.97226106
AZ 2010,1.262616611
BS 2010,0.845927144
BH 2010,0.913803335
BD 2010,0.693443981
BB 2010,0.877410264
BY 2010,1.12167606
BE 2010,0.99277766
BZ 2010,0.872789679
BJ 2010,0.950963578
BM 2010,1.00852441
BT 2010,1.031341606
BO 2010,0.720604922
BQ 2010,1.03746721
BA 2010,0.967076959
BW 2010,1.01070116
BV 2010,1.12731445
BR 2010,1.31438112
IO 2010,1.00852441
BN 2010,1.019246446
BG 2010,0.917068107
BF 2010,0.98208542
BI 2010,0.802551442
CV 2010,0.998612963
KH 2010,0.786476515
CM 2010,0.972442349
CA 2010,1.11470787
KY 2010,1.00852441
CF 2010,0.803133395
TD 2010,1.235385835
CL 2010,0.966806083
CN 2010,0.823734539
CX 2010,1.09325971
CC 2010,1.09325971
CO 2010,1.173567743
KM 2010,0.993718775
CD 2010,0.754897152
CG 2010,1.329049826
CK 2010,0.90183378
CR 2010,0.840840206
CI 2010,0.936868697
HR 2010,1.022867627
CU 2010,0.77380362
CW 2010,1.04133606
CY 2010,1.076645646
CZ 2010,1.0132048
DK 2010,1.04133606
DJ 2010,1
DM 2010,0.856824196
DO 2010,0.968293326
EC 2010,0.834526382
EG 2010,1.138705337
SV 2010,0.861594651
GQ 2010,0.969580853
ER 2010,0.442234026
EE 2010,0.84082178
ET 2010,0.778124382
FK 2010,1.00852441
FO 2010,1.04133606
FJ 2010,0.76092964
FI 2010,0.97028013
FR 2010,1.05326101
GF 2010,1.05326101
PF 2010,1.05326101
TF 2010,1.05326101
GA 2010,1.207577994
GM 2010,1.091522401
GE 2010,1.014725048
DE 2010,0.99744144
GH 2010,0.83316457
GI 2010,1.00852441
GR 2010,1.16462805
GL 2010,1.04133606
GD 2010,0.816404663
GP 2010,1.05326101
GU 2010,0.87041074
GT 2010,0.692793698
GG 2010,1.00852441
GN 2010,1.007762408
GW 2010,0.805866662
GY 2010,0.802109537
HT 2010,0.802850829
HM 2010,1.09325971
VA 2010,1.02771526
HN 2010,0.887564075
HK 2010,0.825863204
HU 2010,1.03319351
IS 2010,0.70698816
IN 2010,1.061685702
ID 2010,1.111449279
IR 2010,1.267451386
IQ 2010,1.004666942
IE 2010,0.97636399
IM 2010,1.00852441
IL 2010,0.85022115
IT 2010,1.02771526
JM 2010,0.876501329
JP 2010,1.24566685
JE 2010,1.00852441
JO 2010,0.772937861
KZ 2010,1.172856145
KE 2010,0.716580401
KI 2010,1.053212128
KP 2010,1
KR 2010,0.84278496
XK 2010,0.962535511
KW 2010,0.939252843
KG 2010,0.815916057
LA 2010,0.717359235
LV 2010,0.831705054
LB 2010,0.814845517
LS 2010,1.143508614
LR 2010,0.837639447
LY 2010,1.012509998
LI 2010,0.95702267
LT 2010,0.905271937
LU 2010,0.94966478
MO 2010,0.798832476
MK 2010,0.892671342
MG 2010,0.89403465
MW 2010,1.370320393
MY 2010,1.092967333
MV 2010,0.780360821
ML 2010,0.868848331
MT 2010,0.921294436
MH 2010,0.840332265
MQ 2010,1.05326101
MR 2010,1.135712717
MU 2010,0.946740719
YT 2010,1.05326101
MX 2010,1.106875974
FM 2010,0.780312324
MD 2010,0.856487096
MC 2010,1.05326101
MN 2010,1.01322658
ME 2010,0.911357455
MS 2010,1.00852441
MA 2010,1.051506593
MZ 2010,1.220419885
MM 2010,1.22382995
NA 2010,1.086543472
NR 2010,1.185212634
NP 2010,0.776986645
NL 2010,1.03746721
NC 2010,1.05326101
NZ 2010,0.90183378
NI 2010,0.995399325
NE 2010,0.991866859
NG 2010,1.251842687
NU 2010,0.90183378
NF 2010,1.09325971
MP 2010,0.87041074
NO 2010,1.12731445
OM 2010,0.991082014
PK 2010,0.775793277
PW 2010,0.762288536
PS 2010,0.897632065
PA 2010,0.768352679
PG 2010,0.982962828
PY 2010,0.993702617
PE 2010,0.968688567
PH 2010,0.98671119
PN 2010,1.00852441
PL 2010,1.0805054
PT 2010,1.02526509
PR 2010,0.904614213
QA 2010,1.083551627
RE 2010,1.05326101
RO 2010,0.86663737
RU 2010,1.061808156
RW 2010,1.054230612
BL 2010,1.05326101
SH 2010,1.00852441
KN 2010,0.82892802
LC 2010,0.798663686
MF 2010,1.05326101
PM 2010,1.05326101
VC 2010,0.880617184
WS 2010,0.920370434
SM 2010,0.963858067
ST 2010,0.67366073
SA 2010,0.914748805
SN 2010,0.985651923
RS 2010,0.916962386
SC 2010,0.895002624
SL 2010,0.901721309
SG 2010,1.001490502
SX 2010,1.04133606
SK 2010,1.05968462
SI 2010,1.02486616
SB 2010,0.713284725
SO 2010,1
ZA 2010,1.192301431
GS 2010,1.00852441
SS 2010,1
ES 2010,1.0851158
LK 2010,1.00421797
SD 2010,2.01133319
SR 2010,1.331219708
SJ 2010,1.12731445
SZ 2010,1.167689577
SE 2010,1.0625541
CH 2010,0.95702267
SY 2010,1
TW 2010,0.994925849
TJ 2010,1.2886532
TZ 2010,0.911848362
TH 2010,0.903049534
TL 2010,1.303118098
TG 2010,1.006743332
TK 2010,0.90183378
TO 2010,0.959614801
TT 2010,0.916724543
TN 2010,1.28939359
TR 2010,1.696715904
TM 2010,1.128805905
TC 2010,1.00852441
TV 2010,0.932401399
UG 2010,1.099353108
UA 2010,1.009704439
AE 2010,0.947168014
GB 2010,1.00852441
UM 2010,0.87041074
US 2010,0.87041074
UY 2010,0.897495467
UZ 2010,1.580555349
VU 2010,0.906452309
VE 2010,2.07008115
VN 2010,0.760736474
VG 2010,1.00852441
VI 2010,0.87041074
WF 2010,1.05326101
EH 2010,1.051506593
YE 2010,0.782888384
ZM 2010,1.154053263
ZW 2010,0.694320791
Total DAC 2010,1.00490133
EU Institutions 2010,1.0265455
AF 2011,1.202971044
AX 2011,1.04575769
AL 2011,1.000482882
DZ 2011,1.416814288
AS 2011,0.88859288
AD 2011,1.11615777
AO 2011,1.282571378
AI 2011,1.06819965
AQ 2011,0.88859288
AG 2011,0.834445637
AR 2011,1.103152742
AM 2011,1.089197726
AW 2011,0.988451018
AU 2011,1.28873957
AT 2011,1.03925296
AZ 2011,1.50211833
BS 2011,0.83101888
BH 2011,0.980161885
BD 2011,0.732962959
BB 2011,0.922173271
BY 2011,1.095387241
BE 2011,1.06103419
BZ 2011,0.89548616
BJ 2011,1.044407836
BM 2011,1.06819965
BT 2011,1.059721207
BO 2011,0.843961093
BQ 2011,1.09143436
BA 2011,1.041731517
BW 2011,1.117752503
BV 2011,1.29745819
BR 2011,1.447769608
IO 2011,1.06819965
BN 2011,1.342603521
BG 2011,1.026841109
BF 2011,1.113020149
BI 2011,0.839952494
CV 2011,1.103394556
KH 2011,0.847009152
CM 2011,1.05510476
CA 2011,1.19858296
KY 2011,1.06819965
CF 2011,0.873120373
TD 2011,1.24095393
CL 2011,1.054340611
CN 2011,0.923652203
CX 2011,1.28873957
CC 2011,1.28873957
CO 2011,1.314737173
KM 2011,1.078345283
CD 2011,0.844481817
CG 2011,1.468159869
CK 2011,1.01671821
CR 2011,0.90852585
CI 2011,0.936685369
HR 2011,1.08261399
CU 2011,0.810508952
CW 2011,1.09913932
CY 2011,1.13056254
CZ 2011,1.09415897
DK 2011,1.09913932
DJ 2011,1
DM 2011,0.863510825
DO 2011,0.962947308
EC 2011,0.918773157
EG 2011,1.167632909
SV 2011,0.927819178
GQ 2011,1.39319119
ER 2011,0.533310307
EE 2011,0.972945021
ET 2011,0.737986053
FK 2011,1.06819965
FO 2011,1.09913932
FJ 2011,0.888303499
FI 2011,1.04575769
FR 2011,1.11615777
GF 2011,1.11615777
PF 2011,1.11615777
TF 2011,1.11615777
GA 2011,1.428248283
GM 2011,0.941411103
GE 2011,1.178437819
DE 2011,1.05843063
GH 2011,0.949555544
GI 2011,1.06819965
GR 2011,1.23105741
GL 2011,1.09913932
GD 2011,0.828734281
GP 2011,1.11615777
GU 2011,0.88859288
GT 2011,0.776379936
GG 2011,1.06819965
GN 2011,0.951896545
GW 2011,0.996563557
GY 2011,0.872829843
HT 2011,0.940636317
HM 2011,1.28873957
VA 2011,1.09621465
HN 2011,0.956708521
HK 2011,0.840758041
HU 2011,1.09166168
IS 2011,0.76803704
IN 2011,1.064633796
ID 2011,1.237379499
IR 2011,1.43446304
IQ 2011,1.266181156
IE 2011,1.04017166
IM 2011,1.06819965
IL 2011,0.899653084
IT 2011,1.09621465
JM 2011,0.971905769
JP 2011,1.34856835
JE 2011,1.06819965
JO 2011,0.824515095
KZ 2011,1.422199247
KE 2011,0.693297079
KI 2011,1.237236526
KP 2011,1
KR 2011,0.89068959
XK 2011,1.069459951
KW 2011,1.28387454
KG 2011,1.059749096
LA 2011,0.811361885
LV 2011,1.033485808
LB 2011,0.786736794
LS 2011,1.252756917
LR 2011,0.947536914
LY 2011,0.447400528
LI 2011,1.12857986
LT 2011,1.046110867
LU 2011,1.04478916
MO 2011,0.832419671
MK 2011,0.963502068
MG 2011,1.028194331
MW 2011,1.474582796
MY 2011,1.188721772
MV 2011,0.779838383
ML 2011,1.001702843
MT 2011,0.967149248
MH 2011,0.839923818
MQ 2011,1.11615777
MR 2011,1.291013586
MU 2011,1.044378493
YT 2011,1.11615777
MX 2011,1.175112524
FM 2011,0.799966679
MD 2011,0.964740973
MC 2011,1.11615777
MN 2011,1.379278184
ME 2011,0.972615423
MS 2011,1.06819965
MA 2011,1.101454155
MZ 2011,1.486532394
MM 2011,1.351443969
NA 2011,1.127056736
NR 2011,1.540779062
NP 2011,0.876124417
NL 2011,1.09143436
NC 2011,1.11615777
NZ 2011,1.01671821
NI 2011,1.063909249
NE 2011,1.025830582
NG 2011,1.308893749
NU 2011,1.01671821
NF 2011,1.28873957
MP 2011,0.88859288
NO 2011,1.29745819
OM 2011,1.095537348
PK 2011,0.920491716
PW 2011,0.800044094
PS 2011,0.974997217
PA 2011,0.855411674
PG 2011,1.12643971
PY 2011,1.107586288
PE 2011,1.041057656
PH 2011,1.029514463
PN 2011,1.06819965
PL 2011,1.13512702
PT 2011,1.07344674
PR 2011,0.926561056
QA 2011,1.214897095
RE 2011,1.11615777
RO 2011,0.995231947
RU 2011,1.367065065
RW 2011,1.116012786
BL 2011,1.11615777
SH 2011,1.06819965
KN 2011,0.918704996
LC 2011,0.821890359
MF 2011,1.11615777
PM 2011,1.11615777
VC 2011,0.904356731
WS 2011,1.018524476
SM 2011,0.981384804
ST 2011,0.745896432
SA 2011,1.106679825
SN 2011,1.049395254
RS 2011,1.072229255
SC 2011,0.92821007
SL 2011,0.976986121
SG 2011,1.018657987
SX 2011,1.09913932
SK 2011,1.13103001
SI 2011,1.08707079
SB 2011,0.914461149
SO 2011,1
ZA 2011,1.283736769
GS 2011,1.06819965
SS 2011,2.175590622
ES 2011,1.13890627
LK 2011,1.070100998
SD 2011,1.994040138
SR 2011,1.281405007
SJ 2011,1.29745819
SZ 2011,1.221756741
SE 2011,1.1920732
CH 2011,1.12857986
SY 2011,1
TW 2011,0.979002751
TJ 2011,1.398572048
TZ 2011,0.928302563
TH 2011,0.913107251
TL 2011,1.870237656
TG 2011,1.071110776
TK 2011,1.01671821
TO 2011,1.060602858
TT 2011,1.018378322
TN 2011,1.295423593
TR 2011,1.686803528
TM 2011,1.338105335
TC 2011,1.06819965
TV 2011,1.166049735
UG 2011,1.040143705
UA 2011,1.166500595
AE 2011,1.128068823
GB 2011,1.06819965
UM 2011,0.88859288
US 2011,0.88859288
UY 2011,0.991204464
UZ 2011,1.778495417
VU 2011,1.008178593
VE 2011,2.385476382
VN 2011,0.835720512
VG 2011,1.06819965
VI 2011,0.88859288
WF 2011,1.11615777
EH 2011,1.101454155
YE 2011,0.769697333
ZM 2011,1.211235815
ZW 2011,0.679434553
Total DAC 2011,1.0664899
EU Institutions 2011,1.08911059
AF 2012,1.345699609
AX 2012,0.99582609
AL 2012,0.932426867
DZ 2012,1.439166887
AS 2012,0.90563469
AD 2012,1.04382518
AO 2012,1.41986254
AI 2012,1.07338771
AQ 2012,0.90563469
AG 2012,0.897733347
AR 2012,1.07172305
AM 2012,1.089252037
AW 2012,0.949361481
AU 2012,1.28479326
AT 2012,0.98045645
AZ 2012,1.612490052
BS 2012,0.879272314
BH 2012,1.026984162
BD 2012,0.713707654
BB 2012,0.920060047
BY 2012,1.105579441
BE 2012,1.00007545
BZ 2012,0.913792135
BJ 2012,1.056847284
BM 2012,1.07338771
BT 2012,0.98409572
BO 2012,0.906710748
BQ 2012,1.02351123
BA 2012,0.953847688
BW 2012,1.103104574
BV 2012,1.29233833
BR 2012,1.312054836
IO 2012,1.07338771
BN 2012,1.330681858
BG 2012,0.945861307
BF 2012,1.086868751
BI 2012,0.842597846
CV 2012,0.990686384
KH 2012,0.866611736
CM 2012,1.005231605
CA 2012,1.20084396
KY 2012,1.07338771
CF 2012,0.863947573
TD 2012,1.261518423
CL 2012,1.052195483
CN 2012,0.952624626
CX 2012,1.28479326
CC 2012,1.28479326
CO 2012,1.356829246
KM 2012,1.02994949
CD 2012,0.896163515
CG 2012,1.346022436
CK 2012,1.03930034
CR 2012,0.957785155
CI 2012,1.034048191
HR 2012,0.983922954
CU 2012,0.835852662
CW 2012,1.0417221
CY 2012,1.020365719
CZ 2012,1.00410234
DK 2012,1.0417221
DJ 2012,1
DM 2012,0.839489211
DO 2012,0.9763573
EC 2012,0.944669432
EG 2012,1.358245731
SV 2012,0.942259652
GQ 2012,1.372877714
