Code type,country,recipient_name,2019.0,2020.0,2021.0,2022.0,Reporting Organisation Narrative
Reproductive health care,US,Bangladesh,25.14852928999999,24.45946223,16.48154009,,US
Reproductive health care,US,Benin,4.07558359,2.65707166,3.4649215000000004,,US
Reproductive health care,US,Burkina Faso,0.33044575,1.25316227,1.4383645000000003,,US
Reproductive health care,US,Burundi,0.30730257,2.095,3.77655064,,US
Reproductive health care,US,Cambodia,2.73743196,2.4985595800000002,2.1709189999999996,,US
Reproductive health care,US,Colombia,,,5.0,,US
Reproductive health care,US,Congo (the Democratic Republic of the),33.38290267,23.787159780000003,54.16903892,,US
Reproductive health care,US,Côte d'Ivoire,,,0.6797980600000001,,US
Reproductive health care,US,"Developing countries, unspecified",74.42328788000007,97.70576498,73.38157982999996,5.046416859999999,US
Reproductive health care,US,Egypt,0.24707047000000001,0.46157474,,,US
Reproductive health care,US,Ethiopia,37.19589624000001,32.03352539,27.879067940000002,,US
Reproductive health care,US,"Europe, regional",0.0048541800000000005,,,,US
Reproductive health care,US,Ghana,8.03697349,4.3908946900000005,3.34046243,,US
Reproductive health care,US,Guatemala,2.6310755700000006,1.1641811100000001,1.7761326700000002,,US
Reproductive health care,US,Guinea,4.875913169999998,2.99742606,0.69501086,,US
Reproductive health care,US,Haiti,16.70987109,17.008674120000006,17.713528789999998,,US
Reproductive health care,US,India,15.057937969999996,9.20766329,5.70252184,,US
Reproductive health care,US,Indonesia,17.42004947,14.41014602,13.36722366,,US
Reproductive health care,US,Jordan,16.89406489,18.15208297,6.519662149999999,,US
Reproductive health care,US,Kenya,27.29888564,12.010841150000001,6.76203995,,US
Reproductive health care,US,Lao People's Democratic Republic (the),,,0.15837352,,US
Reproductive health care,US,Liberia,5.13914659,7.85946801,7.4305167600000015,,US
Reproductive health care,US,Madagascar,13.71547688,10.79299851,15.92585023,,US
Reproductive health care,US,Malawi,16.231960439999998,11.796966470000001,11.3209364,,US
Reproductive health care,US,Mali,18.22983392,12.20335077,14.38125905,,US
Reproductive health care,US,Mexico,0.00232708,,,,US
Reproductive health care,US,Mozambique,11.632160330000001,14.326212949999999,24.00256239,,US
Reproductive health care,US,Myanmar,2.48865057,0.9478930799999999,6.01217287,,US
Reproductive health care,US,Nepal,12.414256679999998,14.168691279999999,11.383120439999999,,US
Reproductive health care,US,Niger (the),1.1383,0.07696958,1.33794689,,US
Reproductive health care,US,Nigeria,33.96408537000001,48.25970951999999,35.30122898,,US
Reproductive health care,US,Pakistan,10.35618166,3.0063957899999982,1.135952,,US
Reproductive health care,US,Philippines (the),1.6362037799999998,1.094043,1.3543610500000005,,US
Reproductive health care,US,Rwanda,8.780495290000001,7.2586895799999995,6.74689678,,US
Reproductive health care,US,Senegal,10.497975080000002,5.86230099,4.87553591,,US
Reproductive health care,US,Sierra Leone,0.35424799,0.0012023299999999997,0.13206501999999998,,US
Reproductive health care,US,Somalia,0.0,,,,US
Reproductive health care,US,South Africa,7.248e-05,,,,US
Reproductive health care,US,South Sudan,12.72458613,18.94758935,12.525871279999999,,US
Reproductive health care,US,"South of Sahara, regional",7.589925010000001,5.73561639,11.729679069999998,,US
Reproductive health care,US,Sudan (the),0.00034188999999999997,,0.03273894,,US
Reproductive health care,US,Tajikistan,1.02948414,0.85247517,0.8036193999999999,,US
Reproductive health care,US,"Tanzania, United Republic of",14.64253954,13.655940570000002,14.716733019999994,,US
Reproductive health care,US,Thailand,0.00487613,,,,US
Reproductive health care,US,Timor-Leste,0.7853667099999999,0.83922342,0.20734298,,US
Reproductive health care,US,Turkey,,0.01542401,,,US
Reproductive health care,US,Uganda,17.806007949999998,11.518904760000002,16.14984673,0.06344899,US
Reproductive health care,US,Ukraine,,,-0.02826259,,US
Reproductive health care,US,United Arab Emirates (the),0.0006735199999999999,,,,US
Reproductive health care,US,Venezuela (Bolivarian Republic of),,,5.4,,US
Reproductive health care,US,Yemen,3.2619801600000002,1.66649764,3.4602067700000005,,US
Reproductive health care,US,Zambia,14.41129278,13.110242699999999,7.849070349999999,,US
Reproductive health care,US,Zimbabwe,2.7410909599999997,2.9679055099999996,1.90982228,,US
Reproductive health care,World Bank,Angola,-3.521215,-0.050841,,,World Bank
Reproductive health care,World Bank,Armenia,0.060207949999999996,0.20473410000000003,0.09213785000000001,,World Bank
Reproductive health care,World Bank,Bangladesh,7.15107726,23.91894594,11.254736699999999,,World Bank
Reproductive health care,World Bank,Burkina Faso,0.32392708000000003,0.12613648,0.23168423999999999,,World Bank
Reproductive health care,World Bank,Burundi,,0.3297474,1.5363493199999998,,World Bank
Reproductive health care,World Bank,Cambodia,0.58367526,3.4640079900000003,0.6741413100000001,,World Bank
Reproductive health care,World Bank,Cameroon,0.0007377000000000116,0.35912824000000004,0.48260411999999997,,World Bank
Reproductive health care,World Bank,Central African Republic (the),5.90406,1.5523414199999999,,,World Bank
Reproductive health care,World Bank,Congo (the Democratic Republic of the),,1.3671232800000004,0.14573536,,World Bank
Reproductive health care,World Bank,Congo (the),-0.01239615,,,,World Bank
Reproductive health care,World Bank,Ghana,8.3150622,14.2448322,,,World Bank
Reproductive health care,World Bank,Guinea-Bissau,0.10251731,0.07276646,0.31677392000000004,,World Bank
Reproductive health care,World Bank,Haiti,,0.88,1.92448448,,World Bank
Reproductive health care,World Bank,Kenya,10.1203716,14.689389,10.0139598,,World Bank
Reproductive health care,World Bank,Kyrgyzstan,0.11637,0.59903472,,,World Bank
Reproductive health care,World Bank,Lao People's Democratic Republic (the),1.9721966000000002,0.7255150000000001,0.4879008000000001,,World Bank
Reproductive health care,World Bank,Lesotho,0.40999501,-0.03866392,,,World Bank
Reproductive health care,World Bank,Malawi,1.6142273999999999,5.1138816600000006,2.95956199,,World Bank
Reproductive health care,World Bank,Mali,0.26933575,1.6383118700000001,2.97666402,0.53585701,World Bank
Reproductive health care,World Bank,Marshall Islands (the),0.099,-0.010363540000000001,0.05034502,,World Bank
Reproductive health care,World Bank,Mauritania,1.5434070000000002,3.4599419999999994,5.326740600000001,0.49580759999999996,World Bank
Reproductive health care,World Bank,Mozambique,,7.758880360000001,2.17120764,,World Bank
Reproductive health care,World Bank,Niger (the),19.570905059999998,1.5533687399999998,1.4289328200000002,0.07207767,World Bank
Reproductive health care,World Bank,Nigeria,12.8244545,19.6008312,23.1557003,0.0,World Bank
Reproductive health care,World Bank,"North & Central America, regional",,1.323842,0.28786484999999995,,World Bank
Reproductive health care,World Bank,Pakistan,0.88035672,-0.0056092799999999995,,,World Bank
Reproductive health care,World Bank,Senegal,,0.32141241,0.5099510700000001,0.04184163,World Bank
Reproductive health care,World Bank,Sierra Leone,0.67219906,1.3045900400000001,0.0926315,,World Bank
Reproductive health care,World Bank,South Sudan,23.11839717000001,8.16942984,4.599334740000001,,World Bank
Reproductive health care,World Bank,"Tanzania, United Republic of",6.40639375,26.31471187,34.270245179999996,,World Bank
Reproductive health care,World Bank,Yemen,17.33727357,4.0642987,17.45503662,,World Bank
Reproductive health care and family planning,Belgium,Benin,0.19688198699999998,1.1661697739999999,,,Belgium
Reproductive health care and family planning,Belgium,Burkina Faso,0.181018672,1.5601317732,,,Belgium
Reproductive health care and family planning,Belgium,"Developing countries, unspecified",4.3417534915,2.431390172596,1.213178978746,,Belgium
Reproductive health care and family planning,Belgium,Guinea,0.08093649149999999,0.5552222367999999,,,Belgium
Reproductive health care and family planning,Belgium,Rwanda,2.171165017,11.6813660964,,,Belgium
Reproductive health care and family planning,Belgium,Senegal,0.08635823,1.4984201540000002,,,Belgium
Reproductive health care and family planning,Canada,"Africa, regional",4.36994317875,1.8422191600000002,18.8357725675,,Canada
Reproductive health care and family planning,Canada,"America, regional",2.56106317875,1.46941916,3.6471725674999997,,Canada
Reproductive health care and family planning,Canada,"Asia, regional",3.16402317875,1.65581916,5.548309644500001,,Canada
Reproductive health care and family planning,Canada,Bangladesh,7.168925469486455,4.5429926866817505,6.2658609505319784,2.850207165,Canada
Reproductive health care and family planning,Canada,Benin,4.0628085635309255,1.5970592353246398,1.9631933497825602,0.2608302960707925,Canada
Reproductive health care and family planning,Canada,Bolivia (Plurinational State of),0.30878576484000003,0.21315914021888002,0.24653834561888,0.11591558654,Canada
Reproductive health care and family planning,Canada,Burkina Faso,1.3583670660487013,3.1369122990375815,3.7297858620199893,0.4291225502787924,Canada
Reproductive health care and family planning,Canada,Burundi,0.43040715373267485,0.12242508073701729,,,Canada
Reproductive health care and family planning,Canada,Cambodia,0.172515446771975,0.211434813482884,0.26376869199975,0.0100147800557636,Canada
Reproductive health care and family planning,Canada,Cameroon,0.012113718060429999,0.50280467239488,0.48634862267656,0.15088125,Canada
Reproductive health care and family planning,Canada,Canada,0.06172321064986074,0.03764327148314657,0.04402236046860172,,Canada
Reproductive health care and family planning,Canada,Colombia,0.5077389891040001,0.8878569585001832,0.2872031068467826,0.05495320441,Canada
Reproductive health care and family planning,Canada,Congo (the Democratic Republic of the),3.8788923799292574,3.4032656763395126,2.1572815153065217,,Canada
Reproductive health care and family planning,Canada,Côte d'Ivoire,1.3928376,0.24991297562246403,0.584790043124364,,Canada
Reproductive health care and family planning,Canada,"Developing countries, unspecified",0.013458608888953384,0.10314480562580701,0.19315336443013817,,Canada
Reproductive health care and family planning,Canada,Ecuador,0.012934939103999999,0.38625950021888,0.057078866878880016,,Canada
Reproductive health care and family planning,Canada,Egypt,1.13055,0.3728,0.3997,,Canada
Reproductive health care and family planning,Canada,El Salvador,0.20243628300000005,0.409046321096448,0.424796974629384,,Canada
Reproductive health care and family planning,Canada,Ethiopia,3.1503330611127103,1.3012599246649141,1.4780154903706628,1.785713890064,Canada
Reproductive health care and family planning,Canada,"Europe, regional",1.2574636587499999,1.24394972,1.3337089675,,Canada
Reproductive health care and family planning,Canada,Ghana,1.4003855794027562,0.8922712806193335,1.8443390558535266,0.8047,Canada
Reproductive health care and family planning,Canada,Guatemala,0.9745026369228952,0.6460827545138926,0.4377004780740552,,Canada
Reproductive health care and family planning,Canada,Guyana,0.012934939103999999,0.055213100218880005,0.05707886687888001,,Canada
Reproductive health care and family planning,Canada,Haiti,3.83360783824022,3.849966817900943,2.9082825577289118,,Canada
Reproductive health care and family planning,Canada,Honduras,0.7663889329404444,0.7313325437131278,0.503368276901838,,Canada
Reproductive health care and family planning,Canada,Indonesia,0.45222,0.424992,0.287784,,Canada
Reproductive health care and family planning,Canada,Iraq,0.10369223712,0.08238880000000001,0.067949,,Canada
Reproductive health care and family planning,Canada,Jamaica,,0.042149330375063035,0.03694724685635256,,Canada
Reproductive health care and family planning,Canada,Jordan,,,0.086119362,,Canada
Reproductive health care and family planning,Canada,Kenya,0.34018376660646243,0.07147337394700928,0.43428719033280944,,Canada
Reproductive health care and family planning,Canada,Lebanon,,,0.09842212800000001,,Canada
Reproductive health care and family planning,Canada,Malawi,0.18616480340479305,0.29836498761215996,0.345719031217672,0.04635072,Canada
Reproductive health care and family planning,Canada,Mali,7.444202398001467,6.083443434431825,3.051930766781358,2.171595028173415,Canada
Reproductive health care and family planning,Canada,Morocco,0.037685,0.03728,0.03997,,Canada
Reproductive health care and family planning,Canada,Mozambique,14.139342336089351,12.4408923857328,15.216800574932474,0.767221049218,Canada
Reproductive health care and family planning,Canada,Myanmar,0.9919072389999498,0.9256068666073943,1.0849989756081486,,Canada
Reproductive health care and family planning,Canada,Nepal,0.0023233290897600005,0.0009446269745920003,0.0014169637755280006,,Canada
Reproductive health care and family planning,Canada,Nicaragua,0.18387409910400002,1.14017152,1.0408187999999998,,Canada
Reproductive health care and family planning,Canada,Niger (the),1.2240088,,0.6232975720849009,,Canada
Reproductive health care and family planning,Canada,Nigeria,4.834311407526786,3.1871679573982004,2.3766033587546422,0.577704228985,Canada
Reproductive health care and family planning,Canada,"North & Central America, regional",,0.1864,,,Canada
Reproductive health care and family planning,Canada,"Oceania, regional",,,0.3997,,Canada
Reproductive health care and family planning,Canada,Pakistan,0.3287484244275199,0.1963427339470093,0.01850102033556941,,Canada
Reproductive health care and family planning,Canada,"Palestine, State of",0.15030488899,0.15157436607999997,0.23745285669000002,,Canada
Reproductive health care and family planning,Canada,Paraguay,0.012934939103999999,,,,Canada
Reproductive health care and family planning,Canada,Peru,0.8354212455279767,1.3082365936926548,0.7551390798056,1.15567677649424,Canada
Reproductive health care and family planning,Canada,Philippines (the),0.6578799350771534,1.7047430661182676,2.489921697523255,0.25244889183023644,Canada
Reproductive health care and family planning,Canada,Rwanda,0.7247333058056564,0.1475832331036027,0.1260886918885608,,Canada
Reproductive health care and family planning,Canada,Senegal,0.402376313582427,2.456941264593865,2.7806042078842714,0.01417956269288,Canada
Reproductive health care and family planning,Canada,Sierra Leone,0.07398387937440001,0.5560371409408,0.649463562302821,0.388699584208,Canada
Reproductive health care and family planning,Canada,Somalia,,0.1864,0.7994,0.2212925,Canada
Reproductive health care and family planning,Canada,South Africa,,0.9407936064000001,0.5607195447,0.23077226835,Canada
Reproductive health care and family planning,Canada,South Sudan,4.327318437235936,7.831797261244801,15.704337090134768,0.27927081312,Canada
Reproductive health care and family planning,Canada,"South of Sahara, regional",9.1830808,3.728,2.249747423,,Canada
Reproductive health care and family planning,Canada,Sudan (the),0.03228850800000001,0.014838489566208002,0.032283435298463996,,Canada
Reproductive health care and family planning,Canada,Suriname,0.012934939103999999,,,,Canada
Reproductive health care and family planning,Canada,"Tanzania, United Republic of",10.646008286384376,10.313740773514207,4.899743517225738,1.21479338669,Canada
Reproductive health care and family planning,Canada,Togo,0.41001280000000007,0.24991297562246403,0.432904043124364,,Canada
Reproductive health care and family planning,Canada,Uganda,,0.37822046234303996,0.8249484218170636,,Canada
Reproductive health care and family planning,Canada,Zambia,0.262140357168,0.443794976976,0.4752695171224,,Canada
Reproductive health care and family planning,Denmark,"Africa, regional",11.2425,,,-0.02511873936,Denmark
Reproductive health care and family planning,Denmark,"Asia, regional",0.277315,0.282865,0.296925,,Denmark
Reproductive health care and family planning,Denmark,"Developing countries, unspecified",20.748008499344998,18.551848969511,22.623515972505,,Denmark
Reproductive health care and family planning,Denmark,Myanmar,-0.000626582,,,,Denmark
Reproductive health care and family planning,Denmark,"Tanzania, United Republic of",1.12425,0.0,2.4075,,Denmark
Reproductive health care and family planning,Denmark,Uganda,0.5996,,0.4815,,Denmark
Reproductive health care and family planning,European Commission,Algeria,,,0.0018021609,,European Commission
Reproductive health care and family planning,European Commission,"America, regional",,0.24917230799999998,,,European Commission
Reproductive health care and family planning,European Commission,Bangladesh,,0.38238611031,,,European Commission
Reproductive health care and family planning,European Commission,Benin,,0.598934735865,0.31106945438100003,,European Commission
Reproductive health care and family planning,European Commission,Bolivia (Plurinational State of),0.20945792538,,0.19277367611940002,,European Commission
Reproductive health care and family planning,European Commission,Burkina Faso,1.2956596758108303,1.7407504947825,0.94179115318482,,European Commission
Reproductive health care and family planning,European Commission,Cambodia,0.00200181344,,,,European Commission
Reproductive health care and family planning,European Commission,Costa Rica,,0.1725316767,,,European Commission
Reproductive health care and family planning,European Commission,Côte d'Ivoire,0.734843263055,0.37620388602,0.062170037163,,European Commission
Reproductive health care and family planning,European Commission,Ethiopia,0.396786973451,0.829475011305,2.524135913775,,European Commission
Reproductive health care and family planning,European Commission,Gabon,,0.096363,,,European Commission
Reproductive health care and family planning,European Commission,Ghana,-0.046693410357000004,,,,European Commission
Reproductive health care and family planning,European Commission,Guatemala,1.80767560941,,1.53996481611,,European Commission
Reproductive health care and family planning,European Commission,Honduras,0.89848,1.68075,1.5053919487200003,,European Commission
Reproductive health care and family planning,European Commission,India,0.235112775139,0.2241,,,European Commission
Reproductive health care and family planning,European Commission,Jamaica,3.324866502694,4.979299290345,1.3905043497270002,,European Commission
Reproductive health care and family planning,European Commission,Malawi,,1.44046041093,,,European Commission
Reproductive health care and family planning,European Commission,Mauritius,,,0.298907730495,,European Commission
Reproductive health care and family planning,European Commission,Myanmar,0.5077279594749999,,0.6953211615375,,European Commission
Reproductive health care and family planning,European Commission,Namibia,-0.8130671219000001,,,,European Commission
Reproductive health care and family planning,European Commission,Nigeria,0.46825411669300004,,,,European Commission
Reproductive health care and family planning,European Commission,Philippines (the),0.0074658072499999995,0.1550772,,,European Commission
Reproductive health care and family planning,European Commission,Rwanda,,,0.0291538216035,,European Commission
Reproductive health care and family planning,European Commission,Sao Tome and Principe,,-0.032990489325000004,,,European Commission
Reproductive health care and family planning,European Commission,Sierra Leone,-0.18289908119999998,,,,European Commission
Reproductive health care and family planning,European Commission,South Africa,0.3373848555,0.06279633837000001,0.039806713710000004,,European Commission
Reproductive health care and family planning,European Commission,"South Asia, regional",0.0151472497,0.0151121835,,,European Commission
Reproductive health care and family planning,European Commission,Sudan (the),0.1561109,,,,European Commission
Reproductive health care and family planning,European Commission,Viet Nam,0.16294810817999997,0.209750440005,,,European Commission
Reproductive health care and family planning,European Commission,Yemen,,9.334037373381,,,European Commission
Reproductive health care and family planning,European Commission,Zimbabwe,,1.5687,,,European Commission
Reproductive health care and family planning,Finland,Afghanistan,2.80775,1.68075,,,Finland
Reproductive health care and family planning,Finland,Bangladesh,,,0.169695,,Finland
Reproductive health care and family planning,Finland,Bolivia (Plurinational State of),0.0141454445,,,,Finland
Reproductive health care and family planning,Finland,"Developing countries, unspecified",2.02158,4.089825,8.303742,,Finland
Reproductive health care and family planning,Finland,Ethiopia,0.15236437597975,0.3648829815,,,Finland
Reproductive health care and family planning,Finland,Lao People's Democratic Republic (the),0.0442220625,,0.0756455058,,Finland
Reproductive health care and family planning,Finland,Malawi,0.3723020345,0.1775734785,,,Finland
Reproductive health care and family planning,Finland,Moldova (the Republic of),,,0.032807699999999995,,Finland
Reproductive health care and family planning,Finland,Somalia,5.833763254000001,6.779025,5.6565,,Finland
Reproductive health care and family planning,Finland,"South & Central Asia, regional",0.168465,0.168075,0.192321,,Finland
Reproductive health care and family planning,Finland,Tajikistan,0.0780588193,,,,Finland
Reproductive health care and family planning,Finland,"Tanzania, United Republic of",0.45929736050000003,1.00845,,,Finland
Reproductive health care and family planning,Finland,Zimbabwe,,0.020576862,,,Finland
Reproductive health care and family planning,Netherlands,Bangladesh,1.7669516299999999,0.9244868248,0.149424275,0.0650920552,Netherlands
Reproductive health care and family planning,Netherlands,Benin,7.719214462999998,4.7581570652,9.0907686828,5.4729446384000004,Netherlands
Reproductive health care and family planning,Netherlands,Burkina Faso,,3.2959180716,2.0891716944,,Netherlands
Reproductive health care and family planning,Netherlands,Burundi,2.1099988955,0.80034108,6.237452292399999,,Netherlands
Reproductive health care and family planning,Netherlands,Congo (the Democratic Republic of the),0.7517185014999999,1.7094,1.6858509458000002,,Netherlands
Reproductive health care and family planning,Netherlands,"Developing countries, unspecified",149.34490479,141.3191304756,131.0682184406,21.973559640799998,Netherlands
Reproductive health care and family planning,Netherlands,Egypt,,,0.2695154154,,Netherlands
Reproductive health care and family planning,Netherlands,Ethiopia,27.8626589575,15.5763570732,26.9442521432,,Netherlands
Reproductive health care and family planning,Netherlands,Ghana,,0.05358969,,,Netherlands
Reproductive health care and family planning,Netherlands,Kenya,0.0553939795,0.034639281599999995,0.13504849540000002,,Netherlands
Reproductive health care and family planning,Netherlands,Mali,13.0522292295,4.603683145600001,18.431252945,,Netherlands
Reproductive health care and family planning,Netherlands,Mozambique,8.201371918,7.922915153999998,2.8143699457999998,,Netherlands
Reproductive health care and family planning,Netherlands,Niger (the),9.622644337999999,7.6669815068,10.214141875,,Netherlands
Reproductive health care and family planning,Netherlands,Nigeria,0.150763065,0.0,0.017413824399999996,,Netherlands
Reproductive health care and family planning,Netherlands,Senegal,0.104997905,,0.022470067200000002,,Netherlands
Reproductive health care and family planning,Netherlands,"South of Sahara, regional",8.810993404,11.560763368,5.9929804452,,Netherlands
Reproductive health care and family planning,Netherlands,Uganda,7.080839738999999,7.1752817135999996,8.0851233092,,Netherlands
Reproductive health care and family planning,Netherlands,Yemen,4.4529220805000005,6.111822947999998,11.010177681999998,0.8339468232,Netherlands
Reproductive health care and family planning,New Zealand,Bangladesh,1.4828202076274999,1.1846249341875001,0.010341731588625,,New Zealand
Reproductive health care and family planning,New Zealand,Cook Islands (the),0.017945816349999998,0.05416125,0.0030753409431374997,,New Zealand
Reproductive health care and family planning,New Zealand,"Developing countries, unspecified",3.527255,3.4775,3.789405,,New Zealand
Reproductive health care and family planning,New Zealand,Fiji,0.0179619692,0.05421,0.0030753409431375,,New Zealand
Reproductive health care and family planning,New Zealand,Kiribati,0.23513834514999998,0.25696125,0.2333334678231375,,New Zealand
Reproductive health care and family planning,New Zealand,Myanmar,0.4942734025425,0.3948749780625,0.003447243862875,,New Zealand
Reproductive health care and family planning,New Zealand,"Oceania, regional",0.2373033087,1.2362958400000001,1.2309731346,,New Zealand
Reproductive health care and family planning,New Zealand,Papua New Guinea,0.017945816349999998,0.05416125,0.0030753409431374997,,New Zealand
Reproductive health care and family planning,New Zealand,Philippines (the),0.10071,,,,New Zealand
Reproductive health care and family planning,New Zealand,Samoa,0.017945816349999998,0.05416125,0.0030753409431374997,,New Zealand
Reproductive health care and family planning,New Zealand,Solomon Islands,0.017945816349999998,0.05416125,0.0031030467173999996,,New Zealand
Reproductive health care and family planning,New Zealand,Tonga,0.017945816349999998,0.05416125,0.0030753409431374997,,New Zealand
Reproductive health care and family planning,New Zealand,Tuvalu,0.017945816349999998,0.05416125,0.0030753409431374997,,New Zealand
Reproductive health care and family planning,New Zealand,Vanuatu,0.15255144534999998,0.26072645508000003,0.1537539328431375,,New Zealand
Reproductive health care and family planning,Norway,Afghanistan,0.16069002059999998,0.296408,,,Norway
Reproductive health care and family planning,Norway,"Africa, regional",,0.108617495,,,Norway
Reproductive health care and family planning,Norway,Bangladesh,0.07101127299999999,0.0237592026,,,Norway
Reproductive health care and family planning,Norway,Colombia,0.3725775,0.4624959094,,,Norway
Reproductive health care and family planning,Norway,"Developing countries, unspecified",28.423946611,24.128909865199997,,,Norway
Reproductive health care and family planning,Norway,"Eastern Africa, regional",,0.1740826304,,,Norway
Reproductive health care and family planning,Norway,Egypt,2.4553,2.5991,,,Norway
Reproductive health care and family planning,Norway,Eswatini,0.050557482,0.0403350458,,,Norway
Reproductive health care and family planning,Norway,Ethiopia,0.2928565356,0.2096823372,,,Norway
Reproductive health care and family planning,Norway,Guatemala,0.1875735,0.18156814900000004,,,Norway
Reproductive health care and family planning,Norway,Honduras,0.1744931462,0.2123557604,,,Norway
Reproductive health care and family planning,Norway,India,0.0383440204,,,,Norway
Reproductive health care and family planning,Norway,Kenya,0.3512869656,0.14863545060000002,,,Norway
Reproductive health care and family planning,Norway,Lebanon,0.3919344,0.4977,,,Norway
Reproductive health care and family planning,Norway,Malawi,1.9349505550000001,0.9277128,,,Norway
Reproductive health care and family planning,Norway,Mali,0.1415078466,0.24332,,,Norway
Reproductive health care and family planning,Norway,Mozambique,0.495628,0.553,,,Norway
Reproductive health care and family planning,Norway,Myanmar,0.2547141924,0.45290700000000006,,,Norway
Reproductive health care and family planning,Norway,Nepal,0.2504826256,0.303044,,,Norway
Reproductive health care and family planning,Norway,Nigeria,0.54816,0.8848,,,Norway
Reproductive health care and family planning,Norway,"Palestine, State of",1.72442,0.96222,,,Norway
Reproductive health care and family planning,Norway,Philippines (the),0.0238583214,0.0553,,,Norway
Reproductive health care and family planning,Norway,"South Asia, regional",,0.08717989699999999,,,Norway
Reproductive health care and family planning,Norway,South Sudan,0.7141591786,2.3451071,,,Norway
Reproductive health care and family planning,Norway,Sudan (the),,0.5621245,,,Norway
Reproductive health care and family planning,Norway,"Tanzania, United Republic of",0.3889609746,0.61719777,,,Norway
Reproductive health care and family planning,Norway,Viet Nam,-0.0059382858,,,,Norway
Reproductive health care and family planning,Norway,Zambia,0.0305485,0.05264560000000001,,,Norway
Reproductive health care and family planning,Norway,Zimbabwe,0.1733208832,0.19061467600000004,,,Norway
Reproductive health care and family planning,Spain,"Developing countries, unspecified",0.56155,1.011224358,,,Spain
Reproductive health care and family planning,Spain,El Salvador,0.9179195132800001,0.4762125,,,Spain
Reproductive health care and family planning,Spain,Equatorial Guinea,0.62562644892,,,,Spain
Reproductive health care and family planning,Spain,Ethiopia,0.22742775,0.3641625,,,Spain
Reproductive health care and family planning,Spain,Mali,1.264770012814,0.831411,0.508455454176,,Spain
Reproductive health care and family planning,Spain,Mauritania,0.33693,0.578178,,,Spain
Reproductive health care and family planning,Spain,Morocco,,0.5087672829,,,Spain
Reproductive health care and family planning,Spain,Niger (the),0.035096875,0.035015625,,,Spain
Reproductive health care and family planning,Spain,"Palestine, State of",0.105290625,0.105046875,,,Spain
Reproductive health care and family planning,Spain,Peru,0.737034375,0.455203125,,,Spain
Reproductive health care and family planning,Spain,Senegal,,0.20181717675000002,,,Spain
Reproductive health care and family planning,Spain,Western Sahara,0.21058125,0.21009375,,,Spain
Reproductive health care and family planning,Sweden,Afghanistan,1.1925561860848781,0.6709452119872525,1.1659224195222049,,Sweden
Reproductive health care and family planning,Sweden,"Africa, regional",,,2.094304001445744,,Sweden
Reproductive health care and family planning,Sweden,"America, regional",,,1.1659224195222049,,Sweden
Reproductive health care and family planning,Sweden,Argentina,,,0.4407186745793935,,Sweden
Reproductive health care and family planning,Sweden,Bangladesh,1.895178210077412,1.836528086516499,2.3855078268372027,0.0053843265049144,Sweden
Reproductive health care and family planning,Sweden,Benin,0.32733002675578216,0.2605948076484576,0.2623325443924961,,Sweden
Reproductive health care and family planning,Sweden,Bolivia (Plurinational State of),2.197569771253926,1.7857169563633994,0.998785108838858,,Sweden
Reproductive health care and family planning,Sweden,Botswana,0.22419864846286439,0.1150960400447354,0.2471463514789726,,Sweden
Reproductive health care and family planning,Sweden,Burkina Faso,0.27122440182912266,0.2526057323561028,0.2186104536604134,,Sweden
Reproductive health care and family planning,Sweden,Burundi,0.29505388170348673,0.2692813012367396,0.2710769625389126,,Sweden
Reproductive health care and family planning,Sweden,Cambodia,0.034122611279730104,,,,Sweden
Reproductive health care and family planning,Sweden,Cameroon,,,0.0209866035513997,,Sweden
Reproductive health care and family planning,Sweden,"Central America, regional",0.1374803033026999,0.16287175478028598,0.2914806048805512,,Sweden
Reproductive health care and family planning,Sweden,"Central Asia, regional",,,0.03128402374284409,,Sweden
Reproductive health care and family planning,Sweden,Chad,0.1237322729724299,0.112924416647665,0.113677435903415,,Sweden
Reproductive health care and family planning,Sweden,Colombia,0.6202476760541038,0.7117495683898498,0.6301810677517518,,Sweden
Reproductive health care and family planning,Sweden,Congo (the Democratic Republic of the),5.708722607049568,6.345018315688892,6.798592116032598,,Sweden
Reproductive health care and family planning,Sweden,Costa Rica,,,0.0069955345171332,,Sweden
Reproductive health care and family planning,Sweden,Côte d'Ivoire,0.1618037415793314,0.1476703910007926,0.1486551084890811,,Sweden
Reproductive health care and family planning,Sweden,"Developing countries, unspecified",26.929267001554585,13.00116002801394,6.4917652205342256,0.8312007356970468,Sweden
Reproductive health care and family planning,Sweden,"Eastern Africa, regional",0.2597139436753773,0.0164587261257152,0.0349776725856661,,Sweden
Reproductive health care and family planning,Sweden,Egypt,0.2918812593195782,0.2747103597294158,0.658746167030046,,Sweden
Reproductive health care and family planning,Sweden,El Salvador,,,0.0419732071027994,,Sweden
Reproductive health care and family planning,Sweden,Eritrea,,0.1743024246175228,0.1504219719479066,,Sweden
Reproductive health care and family planning,Sweden,Ethiopia,4.216147997546505,2.153284905045767,2.649720994765008,,Sweden
Reproductive health care and family planning,Sweden,Georgia,,0.0887315625916154,0.1745245951334398,,Sweden
Reproductive health care and family planning,Sweden,Ghana,0.18083947588278218,0.3210876900572222,0.6166528699180356,,Sweden
Reproductive health care and family planning,Sweden,Guatemala,2.1785340369504755,3.5180299032541784,3.4184845340391052,,Sweden
Reproductive health care and family planning,Sweden,Guinea,0.1903573430345076,0.17372987176563842,0.18188389744546402,,Sweden
